MM:DD:YYYY hh:mm:ss, Elapsed Time, Device, LeftCount, LeftDuration, RightCount, RightDuration, BatteryVoltage
2/3/2020 18:42:50,0:0:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:43:00,0:0:20,3,0,0.00,0,0.00,3.76
2/3/2020 18:43:10,0:0:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:43:20,0:0:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:43:30,0:0:50,3,0,0.00,0,0.00,3.77
2/3/2020 18:43:40,0:1:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:43:50,0:1:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:44:00,0:1:20,3,0,0.00,0,0.00,3.74
2/3/2020 18:44:10,0:1:30,3,0,0.00,0,0.00,3.75
2/3/2020 18:44:20,0:1:40,3,0,0.00,0,0.00,3.77
2/3/2020 18:44:30,0:1:50,3,0,0.00,0,0.00,3.75
2/3/2020 18:44:40,0:2:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:44:50,0:2:10,3,0,0.00,0,0.00,3.74
2/3/2020 18:45:00,0:2:20,3,0,0.00,0,0.00,3.76
2/3/2020 18:45:10,0:2:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:45:20,0:2:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:45:30,0:2:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:45:40,0:3:0,3,0,0.00,0,0.00,3.75
2/3/2020 18:45:50,0:3:10,3,0,0.00,0,0.00,3.77
2/3/2020 18:46:00,0:3:20,3,0,0.00,0,0.00,3.75
2/3/2020 18:46:10,0:3:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:46:20,0:3:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:46:30,0:3:50,3,0,0.00,0,0.00,3.75
2/3/2020 18:46:40,0:4:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:46:50,0:4:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:47:00,0:4:20,3,0,0.00,0,0.00,3.77
2/3/2020 18:47:10,0:4:30,3,0,0.00,0,0.00,3.74
2/3/2020 18:47:20,0:4:40,3,0,0.00,0,0.00,3.75
2/3/2020 18:47:30,0:4:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:47:40,0:5:0,3,0,0.00,0,0.00,3.74
2/3/2020 18:47:50,0:5:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:48:00,0:5:20,3,0,0.00,0,0.00,3.75
2/3/2020 18:48:10,0:5:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:48:20,0:5:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:48:30,0:5:50,3,0,0.00,0,0.00,3.75
2/3/2020 18:48:40,0:6:0,3,0,0.00,0,0.00,3.77
2/3/2020 18:48:50,0:6:10,3,0,0.00,0,0.00,3.75
2/3/2020 18:49:00,0:6:20,3,0,0.00,0,0.00,3.74
2/3/2020 18:49:10,0:6:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:49:20,0:6:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:49:30,0:6:50,3,0,0.00,0,0.00,3.75
2/3/2020 18:49:40,0:7:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:49:50,0:7:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:50:00,0:7:20,3,0,0.00,0,0.00,3.76
2/3/2020 18:50:10,0:7:30,3,0,0.00,0,0.00,3.74
2/3/2020 18:50:20,0:7:40,3,0,0.00,0,0.00,3.75
2/3/2020 18:50:30,0:7:50,3,0,0.00,0,0.00,3.77
2/3/2020 18:50:40,0:8:0,3,0,0.00,0,0.00,3.75
2/3/2020 18:50:50,0:8:10,3,0,0.00,0,0.00,3.74
2/3/2020 18:51:00,0:8:20,3,0,0.00,0,0.00,3.74
2/3/2020 18:51:10,0:8:30,3,0,0.00,0,0.00,3.74
2/3/2020 18:51:20,0:8:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:51:30,0:8:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:51:40,0:9:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:51:50,0:9:10,3,0,0.00,0,0.00,3.75
2/3/2020 18:52:00,0:9:20,3,0,0.00,0,0.00,3.76
2/3/2020 18:52:10,0:9:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:52:20,0:9:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:52:30,0:9:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:52:40,0:10:0,3,0,0.00,0,0.00,3.74
2/3/2020 18:52:50,0:10:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:53:00,0:10:20,3,0,0.00,0,0.00,3.74
2/3/2020 18:53:10,0:10:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:53:20,0:10:40,3,0,0.00,0,0.00,3.75
2/3/2020 18:53:30,0:10:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:53:40,0:11:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:53:50,0:11:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:54:00,0:11:20,3,0,0.00,0,0.00,3.75
2/3/2020 18:54:10,0:11:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:54:20,0:11:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:54:30,0:11:50,3,0,0.00,0,0.00,3.75
2/3/2020 18:54:40,0:12:0,3,0,0.00,0,0.00,3.75
2/3/2020 18:54:50,0:12:10,3,0,0.00,0,0.00,3.74
2/3/2020 18:55:00,0:12:20,3,0,0.00,0,0.00,3.74
2/3/2020 18:55:10,0:12:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:55:20,0:12:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:55:30,0:12:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:55:40,0:13:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:55:50,0:13:10,3,0,0.00,0,0.00,3.74
2/3/2020 18:56:00,0:13:20,3,0,0.00,0,0.00,3.76
2/3/2020 18:56:10,0:13:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:56:20,0:13:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:56:30,0:13:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:56:40,0:14:0,3,0,0.00,0,0.00,3.76
2/3/2020 18:56:50,0:14:10,3,0,0.00,0,0.00,3.75
2/3/2020 18:57:00,0:14:20,3,0,0.00,0,0.00,3.74
2/3/2020 18:57:10,0:14:30,3,0,0.00,0,0.00,3.76
2/3/2020 18:57:20,0:14:40,3,0,0.00,0,0.00,3.76
2/3/2020 18:57:30,0:14:50,3,0,0.00,0,0.00,3.76
2/3/2020 18:57:40,0:15:0,3,0,0.00,0,0.00,3.74
2/3/2020 18:57:50,0:15:10,3,0,0.00,0,0.00,3.76
2/3/2020 18:58:00,0:15:20,3,0,0.00,0,0.00,3.75
2/3/2020 18:58:10,0:15:30,3,0,0.00,0,0.00,3.75
2/3/2020 18:58:20,0:15:40,3,0,0.00,0,0.00,3.75
