MM:DD:YYYY hh:mm:ss, Elapsed Time, Device, LeftCount, LeftDuration, RightCount, RightDuration, BatteryVoltage
2/3/2020 18:53:17,0:1:51,2,0,0.00,2,91.61,4.18
2/3/2020 19:02:10,0:10:44,2,0,0.00,5,531.38,4.18
2/3/2020 19:16:15,0:24:50,2,0,0.00,6,1229.34,4.18
2/3/2020 19:19:41,0:28:16,2,0,0.00,8,1399.05,4.17
2/3/2020 19:20:22,0:28:57,2,0,0.00,10,1432.51,4.16
2/3/2020 19:20:32,0:29:7,2,0,0.00,17,1439.85,4.17
2/3/2020 19:20:43,0:29:17,2,0,0.00,23,1441.70,4.18
2/3/2020 19:20:53,0:29:27,2,0,0.00,33,1448.30,4.18
2/3/2020 19:21:13,0:29:48,2,0,0.00,38,1464.46,4.17
2/3/2020 19:22:51,0:31:25,2,0,0.00,47,1544.23,4.18
2/3/2020 19:23:00,0:31:35,2,0,0.00,48,1551.28,4.17
2/3/2020 19:23:27,0:32:1,2,0,0.00,50,1570.25,4.17
2/3/2020 19:24:01,0:32:35,2,0,0.00,65,1596.11,4.16
2/3/2020 19:24:10,0:32:45,2,0,0.00,86,1602.22,4.19
2/3/2020 19:27:41,0:36:15,2,0,0.00,91,1775.40,4.17
2/3/2020 19:29:16,0:37:50,2,0,0.00,100,1853.17,4.18
2/3/2020 19:31:00,0:39:35,2,0,0.00,102,1939.01,4.17
2/3/2020 19:32:34,0:41:9,2,0,0.00,104,2016.10,4.18
2/3/2020 19:37:56,0:46:31,2,1,64.88,106,2216.54,4.17
2/3/2020 19:40:01,0:48:35,2,1,64.88,108,2318.73,4.17
2/3/2020 19:42:34,0:51:8,2,1,64.88,117,2444.39,4.18
2/3/2020 19:52:23,1:0:58,2,1,64.88,120,2930.69,4.17
2/3/2020 19:53:12,1:1:47,2,1,64.88,133,2970.42,4.17
2/3/2020 19:53:23,1:1:58,2,1,64.88,147,2977.79,4.17
2/3/2020 19:53:59,1:2:33,2,1,64.88,156,3006.53,4.16
2/3/2020 19:54:51,1:3:25,2,1,64.88,157,3049.01,4.16
2/3/2020 19:56:03,1:4:37,2,1,64.88,159,3108.10,4.17
2/3/2020 20:00:59,1:9:33,2,1,64.88,171,3351.57,4.16
2/3/2020 20:03:16,1:11:50,2,1,64.88,173,3464.37,4.16
2/3/2020 20:07:20,1:15:55,2,1,64.88,176,3666.07,4.18
2/3/2020 20:13:02,1:21:37,2,1,64.88,178,3947.67,4.18
2/3/2020 20:13:15,1:21:49,2,1,64.88,180,3957.77,4.16
2/3/2020 20:13:35,1:22:10,2,1,64.88,187,3973.74,4.18
2/3/2020 20:13:45,1:22:20,2,1,64.88,205,3980.88,4.18
2/3/2020 20:14:57,1:23:32,2,1,64.88,209,4037.89,4.17
2/3/2020 20:15:07,1:23:42,2,1,64.88,219,4043.15,4.16
2/3/2020 20:15:19,1:23:53,2,1,64.88,237,4050.67,4.18
2/3/2020 20:15:28,1:24:3,2,1,64.88,249,4056.32,4.16
2/3/2020 20:15:48,1:24:23,2,1,64.88,251,4065.78,4.16
2/3/2020 20:15:58,1:24:33,2,1,64.88,261,4069.72,4.15
2/3/2020 20:16:29,1:25:3,2,1,64.88,267,4093.81,4.16
2/3/2020 20:28:48,1:37:23,2,1,64.88,274,4704.23,4.15
2/3/2020 20:29:01,1:37:36,2,1,64.88,276,4714.00,4.18
2/3/2020 20:30:07,1:38:42,2,1,64.88,278,4768.53,4.16
2/3/2020 20:32:20,1:40:55,2,1,64.88,280,4877.80,4.18
2/3/2020 20:32:41,1:41:15,2,1,64.88,286,4893.98,4.16
2/3/2020 20:34:54,1:43:29,2,1,64.88,289,5004.07,4.18
2/3/2020 20:39:00,1:47:35,2,1,64.88,297,5206.51,4.16
2/3/2020 20:40:41,1:49:16,2,1,64.88,298,5288.95,4.16
2/3/2020 20:41:32,1:50:7,2,1,64.88,300,5330.96,4.16
2/3/2020 20:41:47,1:50:22,2,1,64.88,311,5342.66,4.16
2/3/2020 20:42:06,1:50:41,2,1,64.88,327,5355.28,4.16
2/3/2020 20:42:26,1:51:1,2,1,64.88,329,5370.88,4.16
2/3/2020 20:51:40,2:0:15,2,1,64.88,331,5828.08,4.15
2/3/2020 21:10:01,2:18:36,2,1,64.88,334,6736.90,4.17
2/3/2020 21:12:50,2:21:25,2,1,64.88,336,6876.55,4.15
2/3/2020 21:13:18,2:21:53,2,1,64.88,338,6898.80,4.15
2/3/2020 21:13:29,2:22:4,2,1,64.88,344,6906.28,4.17
